,id,member_id,loan_amnt,funded_amnt,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,loan_is_bad
44160,1364301,1608363,28000,28000,757.34,E,E3,Cintas,9.0,MORTGAGE,79000.0,credit_card,Loan,280xx,NC,26.34,0,Oct-91,0,82.0,,17,0,29413,60.30%,34,f,0,,INDIVIDUAL,0,,,False
9782,2645615,3187862,10000,10000,337.47,B,B4,City and County of Honolulu,6.0,RENT,35000.0,debt_consolidation,Debt consolidation,967xx,HI,22.97,0,04-Oct,0,69.0,,6,0,526,6.20%,15,f,0,69.0,INDIVIDUAL,0,0.0,20464.0,False
10097,2525066,3027248,12000,12000,404.97,B,B4,EXPRESS INC,10.0,MORTGAGE,70000.0,home_improvement,Home improvement,300xx,GA,15.5,1,Feb-88,0,12.0,,9,0,9684,57.80%,13,f,0,12.0,INDIVIDUAL,0,0.0,235437.0,False
18720,1865718,2167963,3000,3000,98.42,B,B2,Sensiba San Filippo,4.0,MORTGAGE,67000.0,debt_consolidation,Home Remodel,951xx,CA,8.11,0,04-Mar,1,,,9,0,12442,51.80%,13,f,0,,INDIVIDUAL,0,0.0,194486.0,False
18238,1945181,2277365,4800,4800,159.71,B,B3,Suncoast Post tension,10.0,RENT,72000.0,debt_consolidation,lower interest rates,224xx,VA,14.88,2,Dec-85,0,5.0,,7,0,3677,50.40%,30,f,0,13.0,INDIVIDUAL,0,0.0,19466.0,False
3926,3150852,3863419,7200,7200,262.08,D,D2,AMR,10.0,MORTGAGE,110000.0,debt_consolidation,consolidation,812xx,CO,29.18,0,Nov-98,2,78.0,,23,0,32717,89.60%,53,f,0,,INDIVIDUAL,0,184.0,306031.0,False
8011,2896256,3528611,13200,13200,405.29,A,A2,First National Bank of Waseca,5.0,OWN,40000.0,credit_card,Clear up,560xx,MN,12.18,0,Jul-94,0,,,13,0,29041,28.80%,30,f,0,,INDIVIDUAL,0,0.0,29041.0,False
26327,1578442,1847573,32000,32000,874.56,E,E3,Apria Healthcare,10.0,RENT,85000.0,debt_consolidation,Debt consolidation,211xx,MD,24.55,0,Sep-94,0,,,15,0,24244,74.80%,28,f,0,,INDIVIDUAL,0,0.0,60401.0,False
1805,3216674,3959047,8325,8325,304.12,D,D3,SOS Security,5.0,OWN,29762.0,debt_consolidation,Future,070xx,NJ,6.25,0,04-Dec,1,53.0,,13,0,5586,84.60%,27,f,0,53.0,INDIVIDUAL,0,0.0,29711.0,False
12123,2084129,2556920,10000,10000,304.36,A,A1,Here Media,6.0,RENT,150000.0,debt_consolidation,"Pay Off Cards, Save More Home Purchase",900xx,CA,2.68,0,06-Apr,0,,,7,0,13623,26.80%,10,f,0,,INDIVIDUAL,0,0.0,13623.0,False
33108,1496670,1757061,21850,21850,563.8,D,D3,BBVA Compass,5.0,OWN,69000.0,credit_card,CC Payoff,352xx,AL,20.63,0,Dec-93,2,,,14,0,24833,75%,26,f,0,,INDIVIDUAL,0,0.0,191078.0,False
22107,1627616,1899964,11700,11700,421.64,D,D1,A-F COUNTY MARKET,10.0,MORTGAGE,33600.0,debt_consolidation,bill consolidation,539xx,WI,28.43,0,03-Jan,1,79.0,,8,0,18159,74.10%,15,f,0,,INDIVIDUAL,0,0.0,76198.0,False
20236,1683611,1966315,19200,19200,479.97,C,C5,J.D. Power and Associates,2.0,MORTGAGE,63000.0,wedding,Wedding Dreams and a Bright Future,480xx,MI,21.81,0,03-Apr,1,,,19,0,7996,85.10%,24,f,0,,INDIVIDUAL,0,0.0,226726.0,False
45577,1333772,1578875,2500,2500,85.05,B,B5,greenview landscape management,8.0,RENT,31300.0,credit_card,Credit card refinancing,272xx,NC,22.31,0,May-97,2,47.0,101.0,12,1,3239,26.30%,23,f,0,,INDIVIDUAL,0,,,False
26667,1574324,1842493,28000,28000,677.94,C,C3,Atlanta Structural Concrete Company,10.0,MORTGAGE,99000.0,debt_consolidation,Debt Consolidation,300xx,GA,9.08,0,Feb-98,1,,,7,0,35455,49.80%,25,f,0,,INDIVIDUAL,0,0.0,214755.0,False
29314,1543188,1808696,19200,19200,498.59,D,D4,freysinger motors,10.0,MORTGAGE,52000.0,debt_consolidation,Debt consolidation,173xx,PA,21.37,0,01-May,2,,,9,0,9198,54.10%,19,f,0,,INDIVIDUAL,0,0.0,169201.0,False
11376,2305956,2738196,18000,18000,635.41,C,C4,Medcare HomeHealth Care,1.0,OWN,55000.0,debt_consolidation,Debt Consolidation,606xx,IL,17.89,0,07-Sep,3,,,10,0,15439,60.50%,12,w,0,,INDIVIDUAL,0,0.0,29585.0,False
30648,1527452,1791654,12000,12000,412.06,C,C1,sweetwater union high school district,9.0,MORTGAGE,45000.0,debt_consolidation,debt ,921xx,CA,16.39,1,01-May,1,20.0,,15,0,18810,48%,39,f,0,,INDIVIDUAL,0,0.0,18810.0,False
16970,2089583,2422098,6400,6400,203.23,A,A5,Sherwin Williams,7.0,MORTGAGE,75000.0,credit_card,Payoff Cards,481xx,MI,6.13,0,Mar-87,0,47.0,,9,0,10148,51.30%,22,f,0,,INDIVIDUAL,0,0.0,12509.0,False
32772,1500897,1761885,7200,7200,239.56,B,B3,Victaulic,8.0,MORTGAGE,92000.0,debt_consolidation,Quick Repayment-Early payoff!,195xx,PA,17.9,0,02-Oct,0,,,7,0,63863,95.90%,21,f,0,,INDIVIDUAL,0,0.0,229394.0,False
40769,1410370,1659961,14675,14675,474.63,B,B1,"Siemens Industry, Inc.",7.0,MORTGAGE,50000.0,credit_card,Goodbye Credit Cards,080xx,NJ,22.92,0,Nov-96,0,,,10,0,17101,72.20%,14,f,0,,INDIVIDUAL,0,,,False
49176,1285961,1529955,12000,12000,433.77,D,D2,semper home loans,6.0,OWN,50000.0,debt_consolidation,debt consolodation,020xx,MA,10.34,0,02-May,2,,,13,0,9789,76.50%,22,f,0,,INDIVIDUAL,0,,,False
12744,2311010,2743608,20000,20000,456.19,B,B4,Pauls Oilfield,6.0,MORTGAGE,68000.0,credit_card,Credit card refinancing,675xx,KS,12.58,0,May-96,0,,,6,0,15077,60.60%,16,f,0,,INDIVIDUAL,0,0.0,65401.0,False
43957,1367482,1611668,3000,3000,103.49,C,C2,CEMEX Inc.,10.0,MORTGAGE,95138.0,vacation,Vacation,334xx,FL,18.11,1,Feb-94,1,16.0,,15,0,59625,83%,35,f,0,,INDIVIDUAL,0,,,False
1423,3185701,3918525,8000,8000,273.78,B,B5,Home depot,7.0,RENT,24672.0,credit_card,Out of debt,959xx,CA,20.53,0,Nov-00,0,,,11,0,10788,52.40%,15,w,0,,INDIVIDUAL,0,0.0,10788.0,False
27648,1562392,1829627,20000,20000,665.44,B,B3,Liberty Mutual,5.0,MORTGAGE,83250.0,credit_card,Goal to Zero CC debt,021xx,MA,12.54,1,02-Oct,0,11.0,,16,0,17181,67.60%,27,f,0,69.0,INDIVIDUAL,0,0.0,178781.0,False
46584,1256770,1499521,13750,13750,418.49,A,A1,Oracle,2.0,MORTGAGE,180000.0,home_improvement,Home improvement,601xx,IL,4.99,0,Nov-92,2,,,8,0,4401,7.60%,26,f,0,,INDIVIDUAL,0,,,False
22112,1637762,1910107,9200,9200,301.81,B,B2,USAF,4.0,RENT,35904.0,debt_consolidation,Debt Consolidation,236xx,VA,6.65,0,07-Jun,2,,,7,0,3989,23.90%,12,f,0,,INDIVIDUAL,0,0.0,9717.0,False
33272,1493552,1753406,12000,12000,388.11,B,B1,Metlife,2.0,MORTGAGE,50000.0,debt_consolidation,Debt consolidation,191xx,PA,24.22,0,02-Oct,0,,,11,0,11704,72.20%,37,f,0,,INDIVIDUAL,0,0.0,217918.0,False
49357,1279448,1522513,12000,12000,399.26,B,B3,MSPCC,1.0,RENT,80000.0,credit_card,My Loan,021xx,MA,11.59,0,Jul-99,0,,,4,0,12194,91.70%,5,f,0,,INDIVIDUAL,0,,,False
35018,1473825,1731065,35000,35000,838.36,C,C2,Milbank Tweed Hadley & McCloy,3.0,MORTGAGE,162000.0,debt_consolidation,Fresh.Start,100xx,NY,13.57,0,Oct-82,1,,,16,0,66081,46.40%,32,f,0,,INDIVIDUAL,0,0.0,461515.0,False
38550,1435411,1686966,10000,10000,348.18,C,C2,Piedmont Virginia Community College,4.0,MORTGAGE,55000.0,credit_card,Credit Card Refinance,226xx,VA,22.41,2,May-00,0,5.0,,14,0,6494,53.20%,22,f,0,,INDIVIDUAL,0,,,False
48519,1298548,1543375,5000,5000,166.36,B,B3,New Economics for Women,5.0,RENT,60000.0,debt_consolidation,Lending Club,900xx,CA,9.98,0,07-Jan,2,,,13,0,3841,20.20%,16,f,0,,INDIVIDUAL,0,,,False
18727,1865623,2167857,28000,28000,961.47,C,C1,Target ,4.0,RENT,127000.0,debt_consolidation,Debt consolidation ,850xx,AZ,15.17,0,Oct-98,0,34.0,,6,0,6572,21.50%,21,w,0,34.0,INDIVIDUAL,0,0.0,35448.0,False
849,3240498,3983376,29025,29025,904.46,A,A3,Universal Service Administrative Company,1.0,RENT,114500.0,debt_consolidation,Consolidation Loan,201xx,VA,5.81,0,Dec-95,0,,,5,0,18253,48.20%,21,f,0,,INDIVIDUAL,0,0.0,27646.0,False
23449,1613633,1885985,8000,8000,291.19,D,D2,PNC Mortgage,1.0,MORTGAGE,45600.0,home_improvement,Home Improvement,453xx,OH,21.71,1,Apr-00,1,15.0,,18,0,2664,83.20%,28,f,0,77.0,INDIVIDUAL,0,0.0,135059.0,False
24997,1540149,1805754,3000,3000,103.02,C,C1,Giant Paintball,3.0,RENT,18700.0,debt_consolidation,Balance Credit,920xx,CA,12.19,0,06-May,1,,,6,0,3570,50.30%,6,f,0,,INDIVIDUAL,0,0.0,34689.0,False
37386,1448185,1700653,25000,25000,716.74,F,F5,MetCap Management,2.0,RENT,80000.0,debt_consolidation,Debt consolidation,029xx,RI,17.33,1,02-May,0,2.0,,8,0,1502,25.50%,21,f,0,,INDIVIDUAL,0,,,False
32653,1502803,1763880,17000,17000,600.11,C,C4,L-3 Communications,2.0,RENT,85000.0,debt_consolidation,Debt consolidation,809xx,CO,13.4,0,Nov-92,1,76.0,,7,0,13003,62.20%,16,f,0,,INDIVIDUAL,0,0.0,42644.0,False
46350,1328796,1573602,1525,1525,54.58,D,D1,Washington county hospital,3.0,MORTGAGE,46680.0,home_improvement,home office,622xx,IL,22.19,0,Jan-93,2,,,26,0,18668,25.90%,49,f,0,,INDIVIDUAL,0,,,False
4549,3147320,3859658,31300,31300,1071.13,B,B5,"Bloomberg, LP",7.0,MORTGAGE,228000.0,debt_consolidation,Loan to End All Loans,113xx,NY,1.99,0,Apr-96,0,,,7,0,13243,82.60%,18,w,0,,INDIVIDUAL,0,0.0,220859.0,False
7331,2894601,3526756,28000,28000,677.94,C,C3,National Football League,2.0,RENT,90000.0,debt_consolidation,Debt consolidation,913xx,CA,19.41,0,Dec-99,3,,,28,0,18157,38.50%,39,w,0,,INDIVIDUAL,0,0.0,304529.0,False
32406,1505772,1766880,5000,5000,174.09,C,C2,Wal-Mart,3.0,OWN,33250.0,car,end of summer 2012,070xx,NJ,19.49,0,Feb-91,0,29.0,,5,0,5026,54.60%,23,f,0,,INDIVIDUAL,0,0.0,5026.0,False
21160,1678639,1961048,5000,5000,156.46,A,A4,TPG Capital,7.0,MORTGAGE,180000.0,debt_consolidation,Debt Consol,762xx,TX,19.02,0,Dec-97,0,,,16,0,36356,64.70%,31,w,0,,INDIVIDUAL,0,0.0,509027.0,False
34747,1476831,1734253,12000,12000,420.71,C,C3,,,MORTGAGE,60000.0,debt_consolidation,debt consolidation,087xx,NJ,7.18,1,Mar-93,1,15.0,,10,0,17821,51.20%,27,f,0,,INDIVIDUAL,0,0.0,17821.0,False
29628,1539675,1805054,4200,4200,143.73,B,B5,D.O.D.,3.0,RENT,36000.0,debt_consolidation,debt consolidation,984xx,WA,5.6,0,08-Jun,0,,,6,0,6229,76.90%,6,f,0,,INDIVIDUAL,0,0.0,6229.0,False
35497,1455305,1709531,7000,7000,222.28,A,A5,Barnes & Noble,9.0,RENT,29000.0,debt_consolidation,Summer Loan,331xx,FL,10.26,0,04-Apr,0,,,7,0,6301,51.20%,9,f,0,,INDIVIDUAL,0,,,False
13254,2300634,2733177,5000,5000,166.36,B,B3,kennametal  inc,10.0,MORTGAGE,85000.0,vacation,vacation,894xx,NV,8.05,0,Feb-95,0,,,10,0,33365,62.10%,22,f,0,,INDIVIDUAL,0,0.0,78364.0,False
30881,1524631,1788748,25000,25000,870.44,C,C2,United Airlines,10.0,MORTGAGE,72000.0,debt_consolidation,Backontrack,750xx,TX,15.03,0,Jul-94,0,38.0,,16,0,30992,65.50%,27,f,0,,INDIVIDUAL,0,0.0,163898.0,False
22003,1638335,1910718,22000,22000,588.88,E,E1,US Air Force,9.0,RENT,49000.0,debt_consolidation,myloan,294xx,SC,27.4,0,01-Dec,1,,,8,0,31062,86.30%,27,f,0,,INDIVIDUAL,0,0.0,55638.0,False
43861,1362481,1606454,5250,5250,171.24,B,B2,Roper Corp.,1.0,MORTGAGE,45000.0,credit_card,Debt consolidation,307xx,GA,11.33,0,05-May,0,,,10,0,13102,58.60%,14,f,0,,INDIVIDUAL,0,,,False
40686,1406078,1655240,1800,1800,65.76,D,D3,amfAR,1.0,RENT,45000.0,vacation,Vacation,117xx,NY,16.37,2,04-May,1,10.0,,8,0,2002,95.30%,10,f,0,,INDIVIDUAL,0,,,False
17416,2087178,2419520,9750,9750,315.34,B,B1,Cleary University,4.0,MORTGAGE,30100.0,debt_consolidation,2013 Credit Management & Consolidation,481xx,MI,11.54,0,08-Jul,1,,,7,0,5018,33.90%,9,f,0,,INDIVIDUAL,0,0.0,164601.0,False
45462,1345609,1590162,15000,15000,544.17,D,D3,Redmond Regional Medical Center,8.0,MORTGAGE,60000.0,credit_card,1 payment not 5,301xx,GA,9.73,5,Feb-87,0,10.0,,11,0,14596,58.90%,49,f,0,,INDIVIDUAL,0,,,False
35712,1465708,1721773,15000,15000,529.51,C,C4,Mt. Sinai School of Medicine,1.0,RENT,47000.0,debt_consolidation,Credit Card Debt Consolidation Loan,112xx,NY,9.49,0,May-99,2,,,11,0,16999,79.10%,19,f,0,,INDIVIDUAL,0,,,False
17314,2087601,2419982,18000,18000,461.9,D,D2,Wells Fargo Home Mortgage,7.0,RENT,41000.0,credit_card,cedit card payofffs,627xx,IL,22.27,0,May-89,0,63.0,,7,0,13369,64%,22,f,0,,INDIVIDUAL,0,0.0,20660.0,False
29982,1535865,1800686,10000,10000,337.47,B,B4,SAS Retail Merchandising,1.0,RENT,40000.0,debt_consolidation,Debt Consolidation,948xx,CA,20.88,0,01-Dec,0,78.0,,11,0,11466,75.90%,19,f,0,78.0,INDIVIDUAL,0,0.0,26182.0,False
24940,1595541,1866014,30000,30000,1137.82,E,E3,Ovations Food Services,3.0,RENT,85000.0,credit_card,creditcar,852xx,AZ,34.6,0,Jul-97,0,25.0,,13,0,50145,81.40%,24,f,0,,INDIVIDUAL,0,0.0,69417.0,False
18235,1955186,2287385,19000,19000,455.11,C,C2,Department of Health,3.0,RENT,43406.48,debt_consolidation,Consolidate2012,325xx,FL,27.65,0,Feb-00,0,,,8,0,25692,65%,36,w,0,,INDIVIDUAL,0,0.0,67341.0,False
13853,2298457,2730888,9000,9000,313.36,C,C2,AllSafe Storage,2.0,RENT,38500.0,debt_consolidation,Debt consolidation,778xx,TX,33.94,0,Nov-93,0,35.0,,18,0,25684,85.60%,41,w,0,,INDIVIDUAL,0,614.0,47480.0,False
33539,1491668,1751550,11200,11200,340.88,A,A1,Incanto restaurant ,1.0,RENT,50000.0,other,Timeshare repayment,941xx,CA,1.92,0,Feb-98,0,,,7,0,1569,13.80%,16,f,0,,INDIVIDUAL,0,0.0,1569.0,False
29352,1542853,1808553,3600,3600,123.2,B,B5,Somerset Public Schools,7.0,MORTGAGE,62000.0,vacation,Disney,028xx,RI,21.77,0,Dec-94,2,,,9,0,35625,87.30%,26,f,0,,INDIVIDUAL,0,0.0,273889.0,False
2896,3195978,3928767,15000,15000,485.14,B,B1,Bio-Rad Laboratories,10.0,MORTGAGE,65000.0,credit_card,Credit Card Consol,945xx,CA,16.58,0,Nov-98,1,,,10,0,23563,67.30%,24,f,0,,INDIVIDUAL,0,0.0,341578.0,False
13526,2308819,2741291,25000,25000,820.13,B,B2,Career Wardrobe,10.0,MORTGAGE,85000.0,debt_consolidation,Debt Consolidation Request,191xx,PA,19.75,1,Aug-89,3,11.0,,13,0,56820,54.10%,29,f,0,,INDIVIDUAL,0,0.0,311891.0,False
4286,3148889,3861334,35000,35000,1283.85,D,D4,Southwest Airlines,6.0,MORTGAGE,165000.0,debt_consolidation,Debt Consolidation,853xx,AZ,18.6,0,07-Jun,2,,,8,0,39711,96.90%,10,f,0,,INDIVIDUAL,0,0.0,353277.0,False
17327,1687552,1969889,18975,18975,622.48,B,B2,,,OWN,43000.0,debt_consolidation,Debt consolidation,922xx,CA,28.47,0,Mar-83,0,,,20,0,33741,27.60%,35,f,0,,INDIVIDUAL,0,0.0,37625.0,False
23994,1606066,1877245,17000,17000,581.77,B,B5,Centerpoint Medical Center,4.0,RENT,60000.0,debt_consolidation,Credit Cards Pay off loan,640xx,MO,25.62,0,05-Apr,0,,,10,0,16605,66.40%,21,f,0,,INDIVIDUAL,0,108.0,26816.0,False
5744,3015126,3627327,10000,10000,363.99,D,D2,Seton Hall University,10.0,OWN,60000.0,credit_card,Credit Card Payment Loan,070xx,NJ,19.44,0,Oct-84,2,,,9,0,25193,84%,14,f,0,,INDIVIDUAL,0,0.0,34272.0,False
21669,1584159,1853536,13200,13200,433.03,B,B2,Wilmar Corporation,6.0,RENT,36500.0,debt_consolidation,Magic,980xx,WA,27.06,0,May-00,0,,,13,0,27236,63.30%,20,w,0,,INDIVIDUAL,0,0.0,28451.0,False
40817,1409594,1659136,18500,18500,500.49,E,E2,"Wells Fargo Advisors, LLC",7.0,RENT,47000.0,debt_consolidation,Debt Cleanup from Spoiling 3 Daughters,631xx,MO,27.78,0,01-Mar,1,39.0,,13,0,19788,84.30%,22,f,0,,INDIVIDUAL,0,,,False
29008,1546845,1812455,16950,16950,563.96,B,B3,IBI Group,10.0,RENT,64500.0,debt_consolidation,Debt Consolidation,806xx,CO,32.26,0,Oct-92,0,,,12,0,19963,80.50%,25,f,0,,INDIVIDUAL,0,0.0,49963.0,False
38737,1433393,1684572,26400,26400,906.53,C,C1,Alcoa,1.0,RENT,96720.0,debt_consolidation,2nd LC Loan; 1st Paid. Reliable Borrower,300xx,GA,13.67,0,Sep-94,0,,,9,0,21030,89.10%,31,f,0,,INDIVIDUAL,0,,,False
31205,1510764,1772566,6000,6000,208.91,C,C2,walmart,3.0,MORTGAGE,50000.0,credit_card,loan,605xx,IL,12.14,1,01-Jul,2,14.0,,9,0,5635,60.60%,23,f,0,30.0,INDIVIDUAL,0,0.0,307284.0,False
48732,1295383,1540334,16000,16000,551.91,C,C2,,4.0,RENT,65000.0,debt_consolidation,Bill Payoff!,923xx,CA,11.94,0,06-May,0,,,13,0,12919,52.90%,25,f,0,,INDIVIDUAL,0,,,False
2806,3186505,3919370,16950,16950,480.56,F,F2,,7.0,RENT,54000.0,small_business,business development,190xx,PA,18.66,0,Nov-98,0,77.0,,9,0,12885,59.40%,27,f,0,,INDIVIDUAL,0,0.0,51876.0,False
28129,1556342,1822887,35000,35000,976.04,E,E5,Red Robin International,4.0,MORTGAGE,104000.0,debt_consolidation,No More Debt,806xx,CO,20.5,4,Feb-98,0,9.0,,11,0,17063,88%,37,f,0,,INDIVIDUAL,0,0.0,282486.0,False
19060,1816416,2118731,10000,10000,348.18,C,C2,Alpha Vista,1.0,RENT,76000.0,debt_consolidation,Less Debt,926xx,CA,22.06,0,03-Jun,3,51.0,,19,0,3777,26.80%,29,f,0,52.0,INDIVIDUAL,0,225.0,75864.0,False
2002,3215710,3957955,15000,15000,492.08,B,B2,martin-brower,10.0,RENT,75000.0,credit_card,pay off credit cars,952xx,CA,15.92,0,Sep-87,0,32.0,,10,0,11271,38.50%,33,f,0,32.0,INDIVIDUAL,0,0.0,61238.0,False
21325,1687673,1970018,16100,16100,560.56,C,C2,KVVRA LLC II,2.0,MORTGAGE,50000.0,debt_consolidation,Debt Consalidation,405xx,KY,15.26,0,Feb-96,3,69.0,,9,0,17094,60.20%,21,f,0,69.0,INDIVIDUAL,0,0.0,129814.0,False
9718,2487589,2979993,7000,7000,184.37,D,D5,DMCC,3.0,MORTGAGE,50000.0,debt_consolidation,Debt Consolidation,334xx,FL,14.35,0,Jan-96,0,,86.0,10,2,6379,58%,15,w,0,,INDIVIDUAL,0,940.0,30753.0,False
22673,1624352,1896608,11875,11875,406.38,B,B5,ceradyne,10.0,MORTGAGE,55000.0,debt_consolidation,Debt consolidation,927xx,CA,13.75,0,May-00,1,49.0,,5,0,3768,55.40%,20,f,0,49.0,INDIVIDUAL,0,0.0,13347.0,False
44135,1364551,1608622,10000,10000,361.48,D,D2,huntsville city schools,10.0,MORTGAGE,60000.0,debt_consolidation,rightontime,358xx,AL,28.68,0,Feb-98,1,,,13,0,12361,87.80%,38,f,0,,INDIVIDUAL,0,,,False
48656,1296335,1541529,17500,17500,547.58,A,A4,LEGOLAND California Resort,1.0,RENT,65000.0,small_business,Small Business,928xx,CA,7.97,0,Nov-99,0,,,4,0,17,0.20%,12,f,0,,INDIVIDUAL,0,,,False
39232,1429912,1681167,5600,5600,192.3,C,C1,State of Ohio,2.0,MORTGAGE,72000.0,credit_card,Credit Card Refinance Loan,430xx,OH,21.98,8,Sep-90,0,12.0,,16,0,11359,70.10%,55,f,0,,INDIVIDUAL,0,,,False
17167,2078591,2431000,14400,14400,472.4,B,B2,Johnson Controls Inc.,3.0,MORTGAGE,79000.0,credit_card,Credit Card Consolidation,400xx,KY,20.07,0,Jun-00,3,,,14,0,17360,46.40%,27,f,0,,INDIVIDUAL,0,0.0,169452.0,False
29185,1527639,1791849,6000,6000,182.62,A,A1,belvedere club,10.0,MORTGAGE,40000.0,debt_consolidation,Credit card debt elimination,497xx,MI,29.16,0,Jan-00,0,,,13,0,8211,15.10%,17,f,0,,INDIVIDUAL,0,0.0,97398.0,False
28840,1538807,1804148,10000,10000,202.29,A,A4,Unilever,2.0,MORTGAGE,85000.0,debt_consolidation,Moving Expenses,063xx,CT,8.69,0,Oct-00,0,,,6,0,10201,23.50%,15,f,0,,INDIVIDUAL,0,0.0,339906.0,False
27839,1559921,1826987,15000,15000,550.22,D,D4,"Air Repair, Inc.",10.0,RENT,60000.0,debt_consolidation,consolidate,216xx,MD,8.98,0,Dec-98,0,48.0,,10,0,9191,70.20%,18,f,0,,INDIVIDUAL,0,0.0,11289.0,False
35656,1457326,1711829,8000,8000,254.03,A,A5,"NMS Management, Inc.",3.0,RENT,50000.0,debt_consolidation,Debt Loan,113xx,NY,21.51,0,05-Dec,0,,,15,0,16007,32.60%,23,f,0,,INDIVIDUAL,0,,,False
12495,2365480,2827697,23000,23000,476.33,A,A5,Logisticare,3.0,OWN,95000.0,debt_consolidation,Amex / BOA Consolidation,303xx,GA,19.97,0,Jul-96,0,,,7,0,78282,67.30%,20,f,0,,INDIVIDUAL,0,0.0,478926.0,False
23486,1612812,1884693,27050,27050,766.92,F,F2,FREEPORT-MCMORAN COPPER&GOLD,10.0,MORTGAGE,67000.0,debt_consolidation,credit card payoff,855xx,AZ,25.72,0,Feb-95,1,25.0,,13,0,16387,83.60%,21,f,0,,INDIVIDUAL,0,0.0,28353.0,False
18449,1867103,2169462,8000,8000,250.33,A,A4,Parkland Hospital,10.0,MORTGAGE,68000.0,other,lending,750xx,TX,14.08,0,Jun-95,2,,,5,0,12737,73.60%,13,f,0,,INDIVIDUAL,0,0.0,79749.0,False
44570,1334146,1579484,15000,15000,334.58,B,B3,merrill corp,2.0,MORTGAGE,66000.0,debt_consolidation,Debt consolidation and home improvement,431xx,OH,27.36,0,Mar-99,0,,,7,0,22289,57.90%,28,f,0,,INDIVIDUAL,0,,,False
22188,1564706,1832180,25000,25000,731.3,G,G2,Aperio,4.0,MORTGAGE,97000.0,debt_consolidation,Debt consolidation,171xx,PA,10.73,0,Feb-95,3,42.0,,9,0,13920,89.80%,24,w,0,46.0,INDIVIDUAL,0,0.0,297197.0,False
33202,1495786,1755939,15000,15000,506.21,B,B4,First Southern Bank,1.0,OWN,47000.0,debt_consolidation,Credit Card Debt Consolidation,333xx,FL,31.79,0,02-Jan,0,71.0,,18,0,12170,69.50%,36,f,0,71.0,INDIVIDUAL,0,0.0,103937.0,False
38842,1431849,1683173,6250,6250,213.89,B,B5,Belk,6.0,RENT,22325.0,debt_consolidation,credit card payoff,285xx,NC,11.99,0,06-Dec,2,,,5,0,7273,78.20%,9,f,0,,INDIVIDUAL,0,,,False
31371,1507894,1769509,35000,35000,1148.18,B,B2,California Dept of Corrections Ironwood ,10.0,RENT,100000.0,other,Personal Loan,922xx,CA,23.64,0,Jun-94,3,,,8,0,13117,61.30%,22,f,0,,INDIVIDUAL,0,0.0,372718.0,False
10083,2175602,2548514,7700,7700,268.1,C,C2,University if Chicago,2.0,RENT,40000.0,debt_consolidation,Debt consolidation,606xx,IL,14.94,1,03-Nov,2,14.0,,21,0,7758,22.90%,42,w,0,58.0,INDIVIDUAL,0,0.0,13012.0,False
8750,2854824,3436975,22950,22950,549.73,C,C2,USDA/NRCS,10.0,OWN,52000.0,credit_card, Loan for Financial Recovery,628xx,IL,21.51,0,Jun-90,0,,,15,0,32088,29.40%,19,w,0,,INDIVIDUAL,0,0.0,33140.0,False
30042,1535117,1800113,9525,9525,316.92,B,B3,Girls Inc. of Alameda County,2.0,RENT,40000.0,debt_consolidation,debt consolidation,940xx,CA,19.29,0,Feb-83,0,,,7,0,18260,86.10%,15,f,0,,INDIVIDUAL,0,0.0,31241.0,False
33335,1289742,1533903,19950,19950,525.45,D,D5,"Heartland Title, LLC",10.0,RENT,52265.0,debt_consolidation,consolidation loan,563xx,MN,29.74,0,Jan-91,1,,,12,0,30122,55.80%,29,f,0,,INDIVIDUAL,0,,,False
40912,1405796,1654651,12200,12200,451.66,D,D5,Callison ,2.0,RENT,65300.0,debt_consolidation,debt consolidation,981xx,WA,19.73,0,02-Oct,2,,,11,0,12061,96.80%,13,f,0,,INDIVIDUAL,0,,,False
46784,1287011,1530970,12800,12800,342.7,E,E2,,,RENT,36600.0,debt_consolidation,Debt Consolidate,109xx,NY,16.61,0,Oct-94,0,,114.0,6,1,18112,73.30%,15,f,0,,INDIVIDUAL,0,,,False
12408,2376833,2839161,10000,10000,360.38,D,D1,Department of Military Affairs,10.0,RENT,62000.0,debt_consolidation,Debt Consolidation,597xx,MT,27.37,0,Aug-94,1,43.0,,11,0,14474,83.20%,33,f,0,74.0,INDIVIDUAL,0,0.0,54072.0,False
19498,1794564,2096715,5500,5500,196.83,C,C5,MOSS AND COMPANY,10.0,RENT,30000.0,credit_card,PAY OFF CREDIT CARD,913xx,CA,9.72,0,Feb-97,1,38.0,,9,0,9046,61.50%,30,w,0,49.0,INDIVIDUAL,0,0.0,9046.0,False
28766,1533298,1797704,19075,19075,544.67,F,F3,"LA Slot Machine Co, Inc.",10.0,RENT,60000.0,debt_consolidation,Pay Off,902xx,CA,14.32,0,Apr-98,2,,,7,0,19703,93.80%,12,f,0,,INDIVIDUAL,0,0.0,23912.0,False
